tn,ID,genus,svl,gscm,hv,zv,hvtf,zvtf,mv,av,lv,mvtf,avtf,over,dtaf,zpaf,zpmx,dft,AH,LD,gscm_rel,hv_rel,zv_rel,hvtf_rel,zvtf_rel,mv_rel,av_rel,lv_rel,mvtf_rel,avtf_rel,over_rel,dtaf_rel,zpaf_rel,zpmx_rel,dft_rel,AH_rel,LD_rel
166,94,Chrysopelea,85,60.48464859,0.057444168,0.23711415,0.040030056,0.23711415,2.018494029,0.521340813,2.00525319,,,0.087445694,0.59784626,-0.141010038,0.086734639,0.50075384,0.187100123,0.328110161,71.15841011,0.067581375,0.278957823,0.047094183,0.278957823,2.374698858,0.613342133,2.3591214,,,0.102877287,0.703348541,-0.165894162,0.102040751,0.589122165,0.220117792,0.386011954
167,94,Chrysopelea,85,60.39993764,0.077856449,0.230617341,0.046819376,0.230617341,1.985775022,0.251270955,1.97606034,,,0.116318422,0.60897854,-0.157339979,0.066317975,0.485682181,0.156627788,0.313967767,71.05875017,0.091595822,0.271314519,0.055081619,0.271314519,2.336205908,0.295612888,2.324776871,,,0.136845202,0.716445341,-0.185105857,0.078021147,0.571390801,0.184267986,0.369373844
169,94,Chrysopelea,85,62.97425633,0.102747711,0.276399611,0.101867273,0.276399611,2.080001606,0.394823424,2.067546639,,,0.073144636,0.648107213,-0.159525836,0.111210822,0.562030414,0.16506708,0.324592916,74.08736038,0.120879659,0.325176013,0.11984385,0.325176013,2.447060713,0.464498146,2.432407811,,,0.086052513,0.762479074,-0.187677454,0.130836261,0.661212251,0.194196565,0.381874018
170,94,Chrysopelea,85,62.95127744,0.062081589,0.222204658,0.062081589,0.222204658,1.959888917,0.270532915,1.951484948,,,0.03282075,0.549828898,-0.158292203,0.061580878,0.510529746,0.183061457,0.34135366,74.0603264,0.073037163,0.261417245,0.073037163,0.261417245,2.305751667,0.318274018,2.295864645,,,0.038612647,0.646857527,-0.186226122,0.072448092,0.600623231,0.21536642,0.401592541
171,94,Chrysopelea,85,63.14129389,0.098258743,0.194374466,0.047785523,0.194374466,1.950226041,0.310354034,1.940423811,,,0.079535153,0.570957285,-0.08652492,0.104043732,0.48713904,0.189447914,0.275972834,74.28387517,0.115598521,0.228675842,0.056218262,0.228675842,2.294383578,0.365122393,2.282851542,,,0.093570769,0.671714452,-0.101794024,0.122404391,0.573104753,0.222879899,0.324673922
172,94,Chrysopelea,85,67.02506551,0.022715757,0.345665562,0.022715757,0.345665562,1.852578616,0.582083283,1.847520522,,,0.110882619,0.720658321,-0.225993146,0.112192809,0.599771811,0.168795309,0.394788455,78.85301824,0.02672442,0.406665368,0.02672442,0.406665368,2.179504254,0.684803862,2.173553555,,,0.13045014,0.847833319,-0.265874289,0.13199154,0.705613895,0.198582717,0.464457006
174,94,Chrysopelea,85,71.19605776,0.097579171,0.393609642,0.036334931,0.393609642,1.915822454,0.653332504,1.898263693,,,0.116425575,0.772967145,-0.283896745,0.104055114,0.651452748,0.142287216,0.426183961,83.76006795,0.114799024,0.463070167,0.042746978,0.463070167,2.253908769,0.768626475,2.233251404,,,0.136971265,0.909373112,-0.33399617,0.122417782,0.766414997,0.167396725,0.501392895
175,94,Chrysopelea,85,75.94805132,0.075545161,0.339379316,0.075537773,0.289811927,2.208973735,0.505987373,2.184703518,,,0.018295659,0.701758353,-0.205791299,0.080429505,0.67742226,0.15413472,0.359926019,89.35064861,0.08887666,0.399269783,0.088867968,0.340955208,2.598792629,0.595279262,2.570239433,,,0.021524305,0.825598063,-0.242107411,0.094622947,0.796967365,0.181334965,0.423442375
183,88,Chrysopelea,95.9,37.36441481,0.011880928,0.033342861,0.007665117,0.021843479,0.804741194,0.53667288,0.462607799,,,0.017427537,0.179836023,0.003315247,0.025158726,0.168494478,0.024075491,0.020760244,38.96185069,0.012388872,0.034768364,0.007992823,0.02277735,0.839146188,0.559617185,0.482385609,,,0.018172614,0.187524529,0.003456983,0.026234333,0.1756981,0.025104787,0.021647804
184,88,Chrysopelea,95.9,37.40526406,0.019146214,0.088705999,0.019146214,0.088705999,0.556169657,0.313446746,0.555572869,,,-0.017313093,0.303288464,-0.017854255,0.032625396,0.322068591,-0.000189285,0.01766497,39.00444636,0.019964769,0.092498435,0.019964769,0.092498435,0.579947505,0.326847493,0.579325202,,,-0.018053277,0.316254916,-0.018617576,0.034020226,0.335837946,-0.000197378,0.018420198
186,88,Chrysopelea,95.9,43.61906334,0.046132926,0.141540331,0.046132926,0.141540331,0.402101138,0.218230492,0.368046081,,,0.003429398,0.314033522,-0.105382144,0.033499334,0.312408941,0.009746031,0.115128176,45.48390338,0.048105241,0.147591586,0.048105241,0.147591586,0.419292115,0.227560471,0.383781106,,,0.003576014,0.327459356,-0.109887533,0.034931527,0.325765319,0.010162702,0.120050235
187,88,Chrysopelea,95.9,41.50632528,0.018236343,0.054279394,0.003236744,0.005764046,0.513263903,0.270220002,0.168887948,,,0.007372239,0.035008973,0.012799647,0.018563693,0.049273661,0.03936072,0.026561073,43.28083971,0.019015998,0.056599993,0.003375124,0.006010476,0.535207407,0.281772682,0.176108392,,,0.007687423,0.036505707,0.013346869,0.019357344,0.051380251,0.041043504,0.027696635
190,88,Chrysopelea,95.9,48.99710524,0.029824771,0.131246484,0.00984391,0.090827437,0.903744743,0.46618224,0.896974723,,,0.003166931,0.146675613,0.039193332,0.10574743,0.149152944,0.062291077,0.023097745,51.091872,0.031099866,0.136857647,0.010264765,0.094710571,0.942382422,0.486112868,0.935322965,,,0.003302326,0.152946416,0.040868959,0.110268436,0.15552966,0.064954199,0.02408524
191,88,Chrysopelea,95.9,49,0.054006978,0.148341404,0.040120697,0.139403862,0.894187879,0.401786885,0.888864824,,,,0.363849826,-0.027953307,0.111450554,,0.003494304,0.031447611,51.09489051,0.056315931,0.154683424,0.041835972,0.145363777,0.932416975,0.418964426,0.926866344,,,,0.379405449,-0.029148391,0.116215385,,0.003643695,0.032792087
192,88,Chrysopelea,95.9,53,0.066601589,0.197159888,0.038466413,0.143555153,1.41691025,0.474482759,1.408140561,,,,0.348100464,0.047483476,0.17566096,,0.095826129,0.048342652,55.26590198,0.069448998,0.205589039,0.040110962,0.149692548,1.477487226,0.494768258,1.468342608,,,,0.362982757,0.049513531,0.18317097,,0.09992297,0.050409439
193,88,Chrysopelea,95.9,53,0.06662321,0.245059351,0.029430285,0.244576411,1.531751815,0.323443751,1.500238036,,,,0.302551546,0.057641852,0.199404493,,0.122226531,0.064584679,55.26590198,0.069471543,0.255536341,0.030688515,0.255032754,1.597238597,0.337271899,1.564377514,,,,0.315486492,0.060106207,0.207929607,,0.127452066,0.067345859
194,88,Chrysopelea,95.9,53,0.079418576,0.269237226,0.057616934,0.200321677,2.034360665,0.53193409,1.915407038,,,,0.409686065,0.064313176,0.207552836,,0.093064388,0.028751212,55.26590198,0.082813948,0.28074789,0.060080223,0.208886003,2.121335417,0.554675798,1.997296181,,,,0.427201319,0.067062748,0.216426315,,0.097043157,0.029980409
199,88,Chrysopelea,95.9,57.0687427,0.048478875,0.238350406,0.048050275,0.231127943,1.659487828,0.392736898,1.645755974,,,0.030268451,0.443341118,-0.04875908,0.182368863,0.420288997,0.026712884,0.075471965,59.5085951,0.050551486,0.248540569,0.050104562,0.241009325,1.730435691,0.409527527,1.716116761,,,0.031562514,0.462295222,-0.050843671,0.190165654,0.438257556,0.027854937,0.078698607
200,88,Chrysopelea,95.9,57.10448238,0.034437528,0.196806591,0.014862287,0.134869486,1.459027806,0.279527514,1.446561357,,,0.023005136,0.252005738,0.044706917,0.16189719,0.24881675,0.0973942,0.052687283,59.54586275,0.035909831,0.205220638,0.015497693,0.140635543,1.521405429,0.291478117,1.508406003,,,0.023988671,0.262779706,0.046618266,0.16881876,0.25945438,0.101558081,0.054939816
201,88,Chrysopelea,95.9,57.07937316,0.037618214,0.266852246,0.025033475,0.266852246,2.146779044,0.773950015,2.137146891,,,0.080746239,0.529268867,-0.026977208,0.225387777,0.458794558,0.001221496,0.028198703,59.51968004,0.0392265,0.278260945,0.026103728,0.278260945,2.238560004,0.807038597,2.228516049,,,0.084198373,0.551896629,-0.028130561,0.235023751,0.478409341,0.001273718,0.029404279
202,88,Chrysopelea,95.9,61.94754097,0.046600181,0.273349984,0.028647648,0.256496013,2.381446588,0.638220944,2.112743815,,,0.037172976,0.375144882,0.043021313,0.234629298,0.347454498,0.107935874,0.064914562,64.59597598,0.048592473,0.28503648,0.029872417,0.267461953,2.483260259,0.665506719,2.203069672,,,0.038762227,0.391183401,0.044860597,0.244660373,0.362309174,0.112550442,0.067689845
203,88,Chrysopelea,95.9,61.91304907,0.079097789,0.381306404,0.079097789,0.381306404,2.413456279,0.712250179,2.389175548,,,0.10163011,0.60996969,-0.116957039,0.263790062,0.514342208,0.195065399,0.312022438,64.56000946,0.082479446,0.397608347,0.082479446,0.397608347,2.516638456,0.742700917,2.491319654,,,0.105975089,0.636047643,-0.121957288,0.275067844,0.536331812,0.203405005,0.325362292
204,88,Chrysopelea,95.9,61.90180638,0.058977861,0.455975369,0.058977861,0.455975369,2.493759359,0.817233544,2.479085233,,,0.186858342,0.731811371,-0.176692582,0.278321874,0.551356361,0.170755285,0.347447868,64.54828611,0.061499334,0.475469624,0.061499334,0.475469624,2.600374723,0.852172621,2.585073236,,,0.194847072,0.763098406,-0.184246697,0.290220932,0.574928426,0.178055564,0.362302261
206,88,Chrysopelea,95.9,69.31228634,0.050054906,0.431412861,0.041584848,0.431412861,2.756956246,0.745722716,2.709161503,,,0.105982012,0.705625927,-0.151409774,0.278643883,0.632342789,0.198305491,0.349715264,72.27558534,0.052194897,0.449856998,0.043362719,0.449856998,2.874824031,0.777604501,2.824985926,,,0.110513047,0.735793459,-0.157882976,0.290556708,0.659377257,0.206783619,0.364666595
208,88,Chrysopelea,95.9,69.21489922,0.205453404,0.405454069,0.205453404,0.405454069,2.714577326,0.750720392,2.709719277,,,0.182157877,0.771422245,-0.139348452,0.26455658,0.597944893,0.16915994,0.308508392,72.17403464,0.214237126,0.422788393,0.214237126,0.422788393,2.830633291,0.782815842,2.825567546,,,0.189945648,0.804402759,-0.145305998,0.275867132,0.623508752,0.176392012,0.32169801
211,90,Chrysopelea,72.5,27.07754026,0.131345516,0.225958774,0.131345516,0.225958774,1.256123174,0.699363412,1.254641378,,,0.081970373,0.27040221,-0.091485743,0.131308416,0.181923863,0.034726485,0.126212228,37.34833139,0.181166229,0.311667274,0.181166229,0.311667274,1.732583688,0.964639189,1.730539832,,,0.113062583,0.372968566,-0.126187232,0.181115057,0.250929466,0.0478986,0.174085831
214,90,Chrysopelea,72.5,30.99534256,0.01435378,0.061659739,0.009222273,0.054899975,0.734530897,0.588484963,0.669830288,,,0.008996622,0.209953556,-0.015175644,0.039724331,0.201663544,-5.10E-05,0.015124692,42.75219664,0.019798317,0.085047916,0.012720377,0.075724103,1.013146065,0.811703397,0.923903846,,,0.012409134,0.289591112,-0.020931923,0.05479218,0.278156613,-7.03E-05,0.020861645
216,90,Chrysopelea,72.5,31.16224146,0.07605172,0.251194259,0.07605172,0.251194259,0.50620138,0.155466799,0.140380084,,,-0.000998845,0.312028023,-0.232352097,0.016162203,0.311894595,-0.000153498,0.232198599,42.98240201,0.104898925,0.346474841,0.104898925,0.346474841,0.6982088,0.214436964,0.193627702,,,-0.001377717,0.43038348,-0.320485651,0.022292694,0.430199441,-0.000211722,0.32027393
217,90,Chrysopelea,72.5,35.60327012,0.022588454,0.096150086,0.012493525,0.012112442,0.549643053,0.282341356,0.24828358,,,-0.008676695,0.057829546,0.012868234,0.021231596,0.066267831,0.055673165,0.042804931,49.10795878,0.031156488,0.132620809,0.017232448,0.016706817,0.758128349,0.389436353,0.34246011,,,-0.011967855,0.079764891,0.017749288,0.02928496,0.091403905,0.076790573,0.059041284
219,90,Chrysopelea,72.5,35.02145974,0.060681678,0.257707494,0.060681678,0.257707494,0.570627579,0.133615556,0.554487612,,,0.001811005,0.074242209,0.025542945,0.053821471,0.085037922,0.087744091,0.062201145,48.30546171,0.083698867,0.355458612,0.083698867,0.355458612,0.787072523,0.184297319,0.764810499,,,0.002497938,0.102403046,0.035231649,0.074236511,0.117293686,0.121026332,0.085794683
220,90,Chrysopelea,72.5,39.22125362,0.052399548,0.104203835,0.039256344,0.065910351,0.586927421,0.246554189,0.582982586,,,0.027595681,0.170040643,-0.003864673,0.061456013,0.166992436,0.030313884,0.034178557,54.09828086,0.072275239,0.143729428,0.054146682,0.09091083,0.809555063,0.340074743,0.804113912,,,0.038063009,0.234538818,-0.005330583,0.084766915,0.230334395,0.041812254,0.047142838
221,90,Chrysopelea,72.5,39.19672285,0.019872408,0.060121787,0.019172289,0.055606031,0.536788125,0.259364163,0.529775374,,,-0.003100817,0.089403007,0.013490316,0.045586562,0.13537537,0.090417014,0.076926699,54.06444531,0.027410218,0.082926603,0.026444536,0.076697974,0.740397414,0.357743673,0.730724654,,,-0.004276989,0.123314492,0.018607332,0.062878017,0.186724649,0.124713123,0.106105792
222,90,Chrysopelea,72.5,39.19457797,0.038067091,0.089326279,0.037814975,0.089326279,0.917271614,0.539782402,0.904281835,,,0.050806109,0.144753189,-0.019645791,0.067881745,0.131624412,0.061390981,0.081036772,54.06148686,0.052506333,0.123208661,0.052158586,0.123208661,1.265202226,0.744527451,1.24728529,,,0.070077391,0.199659571,-0.027097643,0.093629993,0.181550913,0.084677215,0.111774858
223,90,Chrysopelea,72.5,42.39283019,0.050191405,0.118114057,0.050191405,0.110369944,0.752861272,0.275476258,0.742311468,,,-0.000233511,0.114993349,0.042441996,0.072692988,0.158328231,0.109362514,0.066920518,58.47286923,0.069229525,0.16291594,0.069229525,0.152234405,1.038429341,0.379967252,1.023877887,,,-0.000322084,0.158611516,0.058540685,0.10026619,0.218383767,0.150844847,0.092304163
225,90,Chrysopelea,72.5,42.3664861,0.049557057,0.070840251,0.017041266,0.066975971,0.888358181,0.154882569,0.886689591,,,0.030761278,0.199851953,0.02177547,0.065343273,0.191311615,0.050989944,0.029214474,58.43653255,0.068354562,0.097710692,0.023505195,0.092380649,1.225321629,0.21363113,1.223020126,,,0.042429349,0.275657866,0.030035131,0.090128652,0.263878089,0.070330958,0.040295827
233,90,Chrysopelea,72.5,35.57784465,0.070194512,0.063016275,0.003655808,0.010713324,0.301171076,0.110632278,0.242803478,,,-0.00456137,0.03117516,0.019870364,0.022629435,0.085576347,0.059380705,0.039510341,49.07288917,0.096820016,0.086919,0.005042493,0.014776998,0.415408381,0.152596246,0.334901349,,,-0.006291545,0.04300022,0.027407399,0.031213014,0.118036341,0.08190442,0.054497022
235,90,Chrysopelea,72.5,42.52487043,0.118930046,0.222091883,0.118930046,0.222091883,1.720608076,0.383509557,1.698405281,,,0.138523876,0.407607981,-0.09926656,0.106319668,0.257230074,0.146587488,0.245854048,58.6549937,0.164041442,0.306333632,0.164041442,0.306333632,2.373252519,0.528978699,2.342627974,,,0.191067415,0.562217905,-0.136919393,0.146647819,0.354800102,0.202189639,0.339109031
244,85,Chrysopelea,72.5,32.7034163,0.039070455,0.032466937,0.029533677,0.032466937,0.22108513,0.122152603,0.133405769,,,0.000358831,0.229885978,0.009108922,0.030554436,0.229015918,0.017719392,0.00861047,45.10816042,0.053890282,0.044781982,0.040736106,0.044781982,0.304945007,0.168486349,0.184007957,,,0.00049494,0.317084108,0.012564031,0.04214405,0.315884024,0.024440541,0.01187651
247,85,Chrysopelea,72.5,36.28419,0.025362421,0.055774719,0.003338537,0.012014869,0.330510769,0.15996895,0.329168911,,,0.017521761,0.060162986,0.011997461,0.011997461,0.045470882,0.045798784,0.033801323,50.04715862,0.03498265,0.076930646,0.004604879,0.016572233,0.455876923,0.220646828,0.454026084,,,0.024167946,0.082983429,0.016548222,0.016548222,0.062718458,0.063170736,0.046622514
248,85,Chrysopelea,72.5,36.57678952,0.02674955,0.051278806,0.010997183,0.051278806,0.311302558,0.2279393,0.30874951,,,0.020388676,0.254455558,0.04610152,0.048381249,0.234793078,0.05066236,0.00456084,50.45074417,0.036895931,0.070729387,0.015168528,0.070729387,0.429382839,0.314399034,0.425861393,,,0.028122311,0.350973183,0.063588303,0.066732757,0.323852521,0.069879117,0.006290814
249,85,Chrysopelea,72.5,36.33575192,0.028827188,0.038549215,0.00113922,0.022546761,0.333965894,0.188897624,0.331035082,,,-0.002154109,0.059787798,0.027476542,0.027476542,0.066288976,0.033640854,0.006164312,50.11827851,0.039761639,0.05317133,0.001571338,0.03109898,0.460642612,0.260548447,0.456600113,,,-0.002971185,0.082465928,0.037898679,0.037898679,0.091433071,0.046401178,0.008502499
250,85,Chrysopelea,72.5,40.08779907,0.077814268,0.121450815,0.023847539,0.121450815,1.27083441,0.19806285,1.263330918,,,0.056051901,0.215780095,0.041418272,0.103725283,0.156280287,0.106630877,0.065212605,55.29351595,0.107330025,0.167518365,0.032893157,0.167518365,1.752875048,0.273190138,1.742525404,,,0.077312967,0.297627717,0.057128652,0.143069355,0.215559016,0.147077072,0.089948421
252,85,Chrysopelea,72.5,39.44897981,0.024952957,0.04611406,0.004097047,0.01976452,0.25837693,0.129642894,0.256921922,,,-0.002509938,0.045176712,0.013653028,0.021894625,0.073261347,0.039369812,0.025716783,54.41238594,0.034417871,0.0636056,0.005651099,0.027261407,0.356381972,0.178817785,0.354375065,,,-0.003461983,0.062312706,0.018831763,0.030199483,0.101050134,0.054303188,0.035471425
253,85,Chrysopelea,72.5,39.43909589,0.136378117,0.072041444,0.015242374,0.04879532,0.734449334,0.146856436,0.730260885,,,0.041939022,0.128616705,0.036924478,0.043592786,0.101673211,0.055989074,0.019064596,54.39875296,0.188107747,0.09936751,0.021023964,0.06730389,1.013033564,0.202560601,1.007256393,,,0.057846927,0.177402351,0.050930315,0.060127981,0.140238911,0.077226309,0.026295994
254,85,Chrysopelea,72.5,43.25281121,0.060145543,0.065864184,0.006918788,0.065864184,0.669096213,0.127271064,0.66607904,,,0.007909292,0.11657959,0.04280414,0.060867435,0.120650522,0.062334746,0.019530606,59.65904994,0.082959369,0.09084715,0.009543156,0.09084715,0.922891328,0.175546295,0.91872971,,,0.010909368,0.160799435,0.059040193,0.083955083,0.166414514,0.08597896,0.026938767
255,85,Chrysopelea,72.5,43.07122802,0.028405591,0.16118792,0.016605982,0.16118792,1.613460936,0.286061077,1.233053665,,,0.132693172,0.352205092,0.034842799,0.15764416,0.220406238,0.109055863,0.074213064,59.40859038,0.039180126,0.222328166,0.022904803,0.222328166,2.22546336,0.394567003,1.700763676,,,0.183025065,0.485800126,0.048059033,0.21744022,0.304008604,0.15042188,0.102362847
256,85,Chrysopelea,72.5,43.10583782,0.068502726,0.108475398,0.014803021,0.082471124,1.077012357,0.142599998,1.069571959,,,0.059215543,0.197627854,0.038091861,0.0827751,0.141225541,0.058624717,0.020532856,59.45632803,0.094486518,0.149621239,0.02041796,0.113753274,1.485534286,0.196689652,1.475271668,,,0.081676612,0.272590143,0.052540498,0.114172552,0.194793849,0.080861679,0.028321181
257,85,Chrysopelea,72.5,46.40058716,0.041261602,0.197386412,0.038509511,0.197386412,2.042212298,0.146526162,1.850071497,,,0.152797342,0.33345585,0.058012746,0.193035735,0.185230007,0.131519085,0.073506339,64.00080988,0.056912555,0.272257119,0.053116567,0.272257119,2.816844549,0.202105051,2.551822754,,,0.210754955,0.459939104,0.080017581,0.266256186,0.255489665,0.181405634,0.101388053
258,85,Chrysopelea,72.5,46.3998465,0.037046398,0.11875193,0.036121479,0.11875193,1.912633197,0.250199711,1.808460261,,,0.241936186,0.569706715,-0.014009163,0.101796678,0.32693496,0.198835543,0.212844706,63.99978828,0.05109848,0.163795765,0.04982273,0.163795765,2.638114754,0.34510305,2.494427946,,,0.333705084,0.785802366,-0.019322983,0.140409211,0.450944773,0.274255922,0.293578905
259,85,Chrysopelea,72.5,46.3352508,0.024982664,0.144955878,0.016095839,0.144955878,1.762854138,0.372260643,1.754191667,,,0.164609442,0.476666783,0.008731649,0.148476473,0.312349412,0.170656305,0.161924656,63.91069075,0.034458846,0.199939142,0.022201157,0.199939142,2.431522949,0.513462956,2.419574713,,,0.227047507,0.657471425,0.012043654,0.204795135,0.430826775,0.235388007,0.223344353
261,85,Chrysopelea,72.5,50.87679815,0.088592409,0.253809834,0.035555076,0.182078586,1.926975742,0.296282334,1.921382272,,,0.238997369,0.632238509,-0.020223375,0.160068389,0.393062622,0.19422913,0.214452505,70.174894,0.122196426,0.350082529,0.049041484,0.251142877,2.657897575,0.408665288,2.650182444,,,0.329651544,0.872053116,-0.02789431,0.220783985,0.542155341,0.267902248,0.295796558
262,85,Chrysopelea,72.5,50.89506686,0.066478655,0.245315195,0.066478655,0.245315195,2.197250143,0.552319446,1.763315491,,,0.265363688,0.665543174,-0.039064491,0.201720298,0.396826994,0.150657999,0.18972249,70.20009223,0.091694696,0.338365786,0.091694696,0.338365786,3.030689852,0.761819926,2.432159298,,,0.366018879,0.917990584,-0.053882056,0.278234894,0.547347578,0.207804137,0.261686193
264,85,Chrysopelea,72.5,50.50743108,0.086004794,0.152186625,0.034920207,0.152186625,1.718342036,0.314778793,1.714732546,,,0.163911281,0.552199232,-0.03977944,0.11093905,0.386964728,0.191997737,0.231777177,69.66542218,0.118627303,0.209912587,0.048165803,0.209912587,2.370126946,0.434177646,2.365148339,,,0.226084525,0.761654113,-0.054868193,0.153019379,0.533744453,0.264824465,0.319692659
265,85,Chrysopelea,72.5,53.08923197,0.109519147,0.140838678,0.038911864,0.140638516,2.023511244,0.214785876,2.0203962,,,0.169610738,0.582810864,-0.075933108,0.06264434,0.407217836,0.187188533,0.263121641,73.22652686,0.151060893,0.194260245,0.053671537,0.19398416,2.791049992,0.296256381,2.786753379,,,0.233945845,0.803877054,-0.104735321,0.086405986,0.561679773,0.25819108,0.362926402
266,85,Chrysopelea,72.5,53.10013956,0.076538832,0.143515941,0.041344375,0.134435265,1.97426419,0.222454823,1.904369594,,,0.213666208,0.567486172,0.051098784,0.149501629,0.357578288,0.205459134,0.15436035,73.24157181,0.105570802,0.197953023,0.057026724,0.185427951,2.723123021,0.306834239,2.626716681,,,0.294712011,0.782739548,0.070481081,0.206209143,0.493211432,0.283391909,0.212910828
267,85,Chrysopelea,72.5,52.95136619,0.035573139,0.114259251,0.035573139,0.114259251,1.96159839,0.370070583,1.916998891,,,0.173512144,0.562496945,-0.041288513,0.068260177,0.38844068,0.137807672,0.179096186,73.03636716,0.049066398,0.157598967,0.049066398,0.157598967,2.705652952,0.510442183,2.644136401,,,0.239327095,0.775857855,-0.056949674,0.094151969,0.535780249,0.190079548,0.247029222
268,85,Chrysopelea,72.5,57.25245018,0.087016012,0.221070032,0.064526212,0.221070032,1.951782069,0.302075062,1.786908841,,,0.246495989,0.712465489,-0.10444085,0.113610457,0.466870781,0.189295385,0.293736236,78.96889681,0.120022085,0.304924182,0.089001672,0.304924182,2.692113199,0.416655258,2.46470185,,,0.339994468,0.982711019,-0.144056345,0.156704078,0.643959699,0.261097083,0.405153428
269,85,Chrysopelea,72.5,57.1563467,0.047284563,0.225366837,0.042572543,0.225366837,2.124632928,0.314714544,1.94420141,,,0.250255443,0.686776782,-0.076448322,0.146306338,0.438294769,0.191946942,0.268395264,78.83634027,0.065220086,0.31085081,0.058720749,0.31085081,2.930528177,0.434089026,2.681657117,,,0.345179921,0.94727832,-0.105445961,0.201801845,0.604544508,0.264754403,0.370200364
270,85,Chrysopelea,72.5,57.00380991,0.155942202,0.290619116,0.116449124,0.290619116,2.102398104,0.184838568,2.072800995,,,0.200640566,0.684510472,-0.170044542,0.1156477,0.477424987,0.163313418,0.33335796,78.6259447,0.215092693,0.400853953,0.160619481,0.400853953,2.899859454,0.254949749,2.859035855,,,0.276745608,0.944152375,-0.234544196,0.159514069,0.658517224,0.225259887,0.459804083
271,85,Chrysopelea,72.5,61.58157852,0.088098618,0.25702741,0.043684539,0.25702741,2.100105956,0.320459642,1.895053251,,,0.24359061,0.737890314,-0.081961787,0.174058457,0.490575663,0.142536154,0.224497941,84.9401083,0.121515335,0.354520565,0.060254537,0.354520565,2.89669787,0.442013299,2.613866553,,,0.335987048,1.017779744,-0.113050741,0.240080631,0.676656086,0.196601592,0.309652332
272,85,Chrysopelea,72.5,61.57360889,0.077494287,0.284611134,0.052224987,0.284611134,2.024846533,0.444105001,1.794892041,,,0.190605654,0.716644273,-0.17280353,0.110202458,0.520600144,0.184066307,0.356869837,84.92911571,0.106888672,0.392567082,0.072034465,0.392567082,2.79289177,0.612558622,2.47571316,,,0.26290435,0.988474859,-0.238349697,0.15200339,0.718069164,0.253884561,0.492234258
274,85,Chrysopelea,72.5,62.21537172,0.066845577,0.304353897,0.050066305,0.304353897,2.302847295,0.562402816,2.097641774,,,0.304574529,0.849727941,-0.121038158,0.177822443,0.543339729,0.155172714,0.276210873,85.81430582,0.092200796,0.419798479,0.069056973,0.419798479,3.176341097,0.775728022,2.893298999,,,0.420102798,1.17203854,-0.166949184,0.245272336,0.749434109,0.21403133,0.380980514
275,85,Chrysopelea,72.5,64.88773861,0.047617936,0.280722702,,,2.107908914,1.652948398,1.656117659,,,0.177290132,0.681107392,-0.003647202,0.268291716,0.508197668,0.203544272,0.207191473,89.50032912,0.065679912,0.387203727,,,2.907460571,2.279928825,2.284300219,,,0.244538113,0.939458472,-0.005030623,0.37005754,0.7009623,0.280750719,0.285781342
276,85,Chrysopelea,72.5,69.73167867,0.054224704,0.280266576,,,2.17000697,1.140986119,1.636337548,,,0.141946473,0.728993895,-0.161710556,0.117842704,0.592997271,0.159669164,0.32137972,96.18162575,0.074792695,0.386574587,,,2.993113062,1.573773957,2.257017308,,,0.195788239,1.005508821,-0.223049043,0.162541661,0.81792727,0.220233329,0.443282372
277,85,Chrysopelea,72.5,71.17793406,0.038736516,0.45100827,,,2.179530723,1.361269786,2.159488205,,,0.184369295,0.841811039,-0.253051937,0.19687581,0.660651203,0.157328551,0.410380489,98.17646078,0.053429677,0.622080372,,,3.006249273,1.877613498,2.978604421,,,0.254302475,1.161118674,-0.349037155,0.271552841,0.911243039,0.217004899,0.566042053
281,85,Chrysopelea,72.5,77.49570593,0.050308109,0.483966661,,,2.432416548,2.04882396,2.414612232,,,0.170987755,0.859857992,-0.262988151,0.218738583,0.705117989,0.131588885,0.394577036,106.8906289,0.069390495,0.667540222,,,3.355057308,2.825964083,3.33049963,,,0.23584518,1.186011024,-0.362742277,0.301708391,0.972576536,0.181501911,0.544244187
282,85,Chrysopelea,72.5,81.16841436,0.063832038,0.426210804,,,2.16089964,1.254532036,1.735962167,,,0.096932117,0.801541127,-0.177674795,0.245927769,0.706558977,0.117494063,0.295168859,111.9564336,0.08804419,0.587876971,,,2.980551228,1.730389015,2.394430575,,,0.133699472,1.105573968,-0.245068683,0.339210716,0.974564107,0.162060777,0.40712946
283,85,Chrysopelea,72.5,83.86840074,0.043040701,0.432754719,,,2.416202683,1.172779108,2.190553534,,,0.159882238,0.894903306,-0.235601596,0.196570996,0.738412933,0.164485105,0.4000867,115.6805527,0.059366484,0.59690306,,,3.332693356,1.617626356,3.02145315,,,0.220527226,1.234349387,-0.324967718,0.271132409,1.018500597,0.226876007,0.551843725
289,85,Chrysopelea,72.5,85.86743127,0.055796302,0.443655109,,,3.077975737,1.957345945,2.583977553,,,0.050812976,0.852113869,-0.204517169,0.237540952,0.801253379,0.166649155,0.371166324,118.4378362,0.076960416,0.611938081,,,4.245483775,2.69978751,3.56410697,,,0.070086864,1.175329475,-0.282092647,0.327642693,1.105177075,0.229860903,0.51195355
